state,color
47,4.0
56,4.0
29,2.0
18,4.0
37,4.0
54,2.0
22,2.0
48,4.0
38,4.0
16,4.0
19,4.0
31,2.0
45,4.0
28,4.0
40,4.0
13,4.0
55,2.0
49,4.0
21,4.0
02,4.0
39,2.0
20,2.0
46,4.0
12,2.0
01,2.0
42,2.0
08,0.0
09,0.0
34,0.0
05,0.0
53,0.0
24,0.0
10,0.0
23,0.0
32,0.0
30,0.0
17,0.0
06,0.0
33,0.0
35,0.0
15,0.0
51,0.0
27,0.0
50,0.0
25,0.0
04,0.0
41,0.0
26,0.0
44,0.0
36,1.0
