state,color
47,4.0
55,2.0
08,4.0
09,4.0
29,2.0
05,2.0
39,2.0
37,4.0
53,4.0
54,4.0
24,4.0
10,4.0
42,2.0
23,4.0
32,4.0
30,4.0
17,4.0
06,4.0
36,4.0
45,4.0
33,4.0
35,4.0
15,4.0
28,4.0
13,2.0
01,4.0
51,4.0
27,4.0
50,4.0
25,4.0
34,3.0
41,4.0
02,4.0
26,4.0
44,4.0
20,2.0
46,2.0
04,2.0
56,0.0
18,0.0
22,0.0
48,0.0
38,0.0
16,0.0
19,0.0
31,0.0
40,0.0
49,0.0
21,0.0
12,0.0
