state,color
47,4.0
56,4.0
29,4.0
05,4.0
18,4.0
37,4.0
54,4.0
42,4.0
22,4.0
23,2.0
48,4.0
16,4.0
30,2.0
19,4.0
31,4.0
08,2.0
45,3.0
38,3.0
28,4.0
40,4.0
13,4.0
55,2.0
01,4.0
49,4.0
21,4.0
04,2.0
20,4.0
39,2.0
46,4.0
12,4.0
02,3.0
09,0.0
34,0.0
53,0.0
24,0.0
10,0.0
32,0.0
17,0.0
06,0.0
36,0.0
33,0.0
35,0.0
15,0.0
51,0.0
27,0.0
50,0.0
25,0.0
41,0.0
26,0.0
44,0.0
