state,color
47,4.0
55,4.0
56,4.0
08,4.0
09,4.0
29,2.0
05,2.0
39,4.0
53,4.0
54,4.0
24,4.0
10,4.0
42,2.0
22,4.0
23,4.0
48,2.0
32,4.0
38,4.0
16,4.0
30,4.0
17,4.0
19,4.0
06,2.0
31,2.0
45,2.0
33,4.0
35,4.0
15,4.0
28,4.0
13,4.0
01,4.0
51,4.0
27,4.0
40,2.0
50,4.0
21,2.0
04,4.0
34,2.0
41,4.0
20,4.0
02,4.0
26,4.0
44,4.0
49,2.0
46,4.0
36,2.0
12,2.0
37,3.0
18,2.0
25,0.0
