state,color
56,4.0
08,4.0
47,3.0
09,2.0
05,4.0
18,4.0
37,4.0
53,4.0
54,4.0
10,4.0
42,4.0
22,2.0
23,4.0
48,2.0
32,4.0
38,4.0
16,4.0
30,4.0
17,3.0
19,4.0
06,2.0
31,4.0
45,4.0
33,4.0
29,3.0
28,4.0
40,4.0
55,2.0
01,4.0
51,4.0
21,3.0
04,4.0
34,2.0
02,3.0
26,4.0
39,3.0
44,4.0
20,3.0
49,2.0
46,4.0
12,4.0
24,0.0
36,0.0
35,0.0
15,0.0
27,0.0
50,0.0
25,0.0
41,0.0
13,2.0
