state,color
47,4.0
56,4.0
08,4.0
09,2.0
29,4.0
05,4.0
18,4.0
37,3.0
53,4.0
54,4.0
24,2.0
42,4.0
22,4.0
23,4.0
10,2.0
48,4.0
32,4.0
16,4.0
30,4.0
17,2.0
19,4.0
31,4.0
45,4.0
33,2.0
28,4.0
40,4.0
13,4.0
55,2.0
01,4.0
27,4.0
49,4.0
25,2.0
21,3.0
04,4.0
34,3.0
20,4.0
02,4.0
39,2.0
46,4.0
12,4.0
36,2.0
26,2.0
51,2.0
44,2.0
41,2.0
06,1.0
35,0.0
15,1.0
50,0.0
38,2.0
